R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR_pct,B_SIG_STR_pct,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_PASS,B_PASS,R_REV,B_REV,win_by,last_round,date,location,R_SIG_STR._ATT,R_SIG_STR._LANDED,B_SIG_STR._ATT,B_SIG_STR._LANDED,R_TOTAL_STR._ATT,R_TOTAL_STR._LANDED,B_TOTAL_STR._ATT,B_TOTAL_STR._LANDED,R_TD_ATT,R_TD_LANDED,B_TD_ATT,B_TD_LANDED,R_HEAD_ATT,R_HEAD_LANDED,B_HEAD_ATT,B_HEAD_LANDED,R_BODY_ATT,R_BODY_LANDED,B_BODY_ATT,B_BODY_LANDED,R_LEG_ATT,R_LEG_LANDED,B_LEG_ATT,B_LEG_LANDED,R_DISTANCE_ATT,R_DISTANCE_LANDED,B_DISTANCE_ATT,B_DISTANCE_LANDED,R_CLINCH_ATT,R_CLINCH_LANDED,B_CLINCH_ATT,B_CLINCH_LANDED,R_GROUND_ATT,R_GROUND_LANDED,B_GROUND_ATT,B_GROUND_LANDED,title_bout,weight_class,total_time_fought(sec),no_of_rounds,Red_win
Randy Couture,Pedro Rizzo,0,0,0.78,0.38,0.6,1.0,0,0,1,0,0,0,KO,3,2001-11-02,1,52,41,34,13,111,98,42,20,5,3,1,1,38,27,28,8,1,1,1,1,13,13,5,4,26,18,30,9,4,4,4,4,22,19,0,0,1,Heavyweight,802,5,1
Ricco Rodriguez,Pete Williams,0,0,0.6,0.66,0.83,0.0,1,1,5,0,1,0,KO,2,2001-11-02,1,43,26,6,4,107,86,13,10,6,5,0,0,41,24,3,1,2,2,2,2,0,0,1,1,4,1,3,1,1,1,0,0,38,24,3,3,0,Heavyweight,542,3,1
Matt Hughes,Carlos Newton,0,0,0.57,0.28,1.0,0.0,1,1,1,1,0,2,KO,2,2001-11-02,1,14,8,7,2,20,14,23,18,4,4,0,0,13,7,5,0,1,1,2,2,0,0,0,0,1,0,4,0,2,2,3,2,11,6,0,0,1,Welterweight,387,5,1
BJ Penn,Caol Uno,1,0,0.83,0.0,1.0,0.0,0,0,0,0,0,0,KO,1,2001-11-02,1,6,5,1,0,6,5,1,0,1,1,0,0,6,5,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,4,4,0,0,0,Lightweight,11,3,1
Josh Barnett,Bobby Hoffman,0,0,0.85,0.42,1.0,0.5,1,1,5,2,0,1,KO,2,2001-11-02,1,20,17,14,6,88,83,31,21,2,2,2,1,15,12,10,3,3,3,2,1,2,2,2,2,2,1,2,1,4,4,3,2,14,12,9,3,0,Heavyweight,565,3,1
Evan Tanner,Homer Moore,0,0,1.0,0.5,0.0,0.66,4,0,0,3,0,0,Submission,2,2001-11-02,1,4,4,8,4,7,6,16,12,0,0,3,2,2,2,8,4,0,0,0,0,2,2,0,0,3,3,3,2,1,1,0,0,0,0,5,2,0,Light Heavyweight,355,3,1
Matt Lindland,Phil Baroni,0,1,0.75,0.59,0.44,0.0,0,2,7,1,1,2,Other,3,2001-11-02,1,94,71,54,32,242,215,103,80,9,4,1,0,69,49,47,25,11,9,6,6,14,13,1,1,20,12,13,4,32,26,27,19,42,33,14,9,0,Middleweight,900,3,1
Frank Mir,Roberto Traven,0,0,0.42,0.5,0.0,0.0,1,0,1,0,0,0,Submission,1,2001-11-02,1,7,3,2,1,11,6,2,1,0,0,0,0,5,1,2,1,0,0,0,0,2,2,0,0,7,3,2,1,0,0,0,0,0,0,0,0,0,Heavyweight,65,3,1
Tito Ortiz,Vladimir Matyushenko,0,0,0.76,0.38,0.55,0.16,0,0,2,0,0,0,Other,5,2001-09-28,1,84,64,49,19,269,248,138,103,9,5,6,1,37,17,38,9,8,8,4,3,39,39,7,7,15,5,36,8,49,47,13,11,20,12,0,0,1,Light Heavyweight,1500,5,1
Jens Pulver,Dennis Hallman,0,0,0.45,0.31,0.0,0.16,1,3,0,0,0,0,Other,5,2001-09-28,1,60,27,48,15,136,100,91,56,0,0,12,2,49,18,34,4,9,7,6,4,2,2,8,7,35,9,42,13,3,3,3,0,22,15,3,2,1,Lightweight,1500,5,1
Chuck Liddell,Murilo Bustamante,1,0,0.34,0.5,0.0,0.1,0,0,0,0,0,0,Other,3,2001-09-28,1,78,27,30,15,78,27,30,15,0,0,20,2,63,15,28,13,3,1,1,1,12,11,1,1,65,16,24,13,2,2,3,1,11,9,3,1,0,Light Heavyweight,900,3,1
Matt Serra,Yves Edwards,0,0,0.52,0.64,0.25,0.0,3,0,6,0,1,2,Other,3,2001-09-28,1,17,9,14,9,31,20,33,27,12,3,0,0,10,3,9,4,5,4,4,4,2,2,1,1,7,3,7,2,0,0,6,6,10,6,1,1,0,Welterweight,900,3,1
Dave Menne,Gil Castillo,0,0,0.56,0.36,1.0,0.36,4,0,2,2,2,0,Other,5,2001-09-28,1,125,70,25,9,241,180,126,110,1,1,19,7,86,38,20,5,18,16,4,3,21,16,1,1,59,24,23,7,42,30,2,2,24,16,0,0,1,Middleweight,1500,5,1
Jutaro Nakao,Tony DeSouza,1,0,1.0,0.2,0.0,0.0,0,0,0,0,0,0,KO,2,2001-09-28,1,8,8,5,1,16,16,49,45,1,0,0,0,3,3,3,0,0,0,1,0,5,5,1,1,6,6,3,0,0,0,2,1,2,2,0,0,0,Welterweight,315,3,1
Ricardo Almeida,Eugene Jackson,0,0,1.0,0.25,1.0,1.0,1,2,2,0,0,0,Submission,1,2001-09-28,1,4,4,4,1,17,16,23,18,1,1,2,2,0,0,4,1,2,2,0,0,2,2,0,0,4,4,3,1,0,0,0,0,0,0,1,0,0,Middleweight,246,3,1
Din Thomas,Fabiano Iha,0,0,0.6,0.42,1.0,0.28,0,2,1,1,0,0,Other,3,2001-09-28,1,69,42,45,19,128,98,78,46,1,1,7,2,68,41,36,12,1,1,3,1,0,0,6,6,24,11,20,4,35,24,18,11,10,7,7,4,0,Lightweight,900,3,1
Tito Ortiz,Elvis Sinosic,0,0,0.59,0.37,1.0,0.0,0,0,0,0,0,0,KO,1,2001-06-29,0,59,35,8,3,82,58,18,12,1,1,0,0,55,32,3,2,2,1,1,0,2,2,4,1,9,3,8,3,3,1,0,0,47,31,0,0,1,Light Heavyweight,212,5,1
BJ Penn,Din Thomas,1,0,0.75,0.2,0.0,1.0,0,0,0,0,0,0,KO,1,2001-06-29,0,8,6,5,1,13,11,29,25,1,0,1,1,5,3,5,1,3,3,0,0,0,0,0,0,2,0,2,0,4,4,0,0,2,2,3,1,0,Lightweight,162,3,1
Josh Barnett,Semmy Schilt,0,0,0.58,1.0,1.0,0.0,1,0,2,0,0,0,Submission,1,2001-06-29,0,17,10,1,1,28,21,6,4,1,1,0,0,17,10,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,16,10,0,0,0,Heavyweight,261,3,1
Pat Miletich,Shonie Carter,1,0,0.62,0.33,1.0,0.0,0,0,2,0,0,0,KO,2,2001-06-29,0,16,10,42,14,83,76,47,18,1,1,0,0,13,7,26,1,1,1,8,6,2,2,8,7,10,6,37,10,6,4,5,4,0,0,0,0,0,Welterweight,462,3,1
Caol Uno,Fabiano Iha,0,0,0.47,0.46,0.5,0.0,0,1,0,0,0,0,KO,1,2001-06-29,0,17,8,13,6,24,14,14,7,4,2,0,0,16,7,11,4,0,0,0,0,1,1,2,2,6,2,10,5,1,0,3,1,10,6,0,0,0,Lightweight,108,3,1
Vladimir Matyushenko,Yuki Kondo,0,0,0.6,0.33,1.0,0.0,0,0,4,0,0,0,Other,3,2001-06-29,0,28,17,3,1,146,119,83,79,3,3,2,0,22,12,0,0,6,5,3,1,0,0,0,0,2,1,2,1,1,1,1,0,25,15,0,0,0,Light Heavyweight,900,3,1
Ricco Rodriguez,Andrei Arlovski,0,0,0.6,0.42,0.25,0.0,1,0,6,0,1,0,KO,3,2001-06-29,0,50,30,26,11,84,64,33,18,8,2,1,0,43,23,25,10,3,3,0,0,4,4,1,1,19,7,19,7,3,3,7,4,28,20,0,0,0,Heavyweight,683,3,1
Tony DeSouza,Paul Rodriguez,0,0,0.33,1.0,0.0,0.0,2,0,0,0,0,0,Submission,1,2001-06-29,0,3,1,2,2,3,1,2,2,0,0,1,0,3,1,0,0,0,0,0,0,0,0,2,2,3,1,2,2,0,0,0,0,0,0,0,0,0,Lightweight,65,3,1
Randy Couture,Pedro Rizzo,0,1,0.58,0.38,0.2,0.0,0,0,2,0,0,0,Other,5,2001-05-04,0,118,69,108,42,197,147,144,76,15,3,0,0,96,51,90,27,4,3,3,3,18,15,15,12,57,28,85,29,26,20,14,7,35,21,9,6,1,Heavyweight,1500,5,1
Carlos Newton,Pat Miletich,0,0,0.26,0.36,0.66,0.0,1,0,1,1,0,0,Submission,3,2001-05-04,0,52,14,76,28,96,53,100,50,6,4,0,0,45,7,64,16,4,4,4,4,3,3,8,8,40,9,68,24,6,4,6,3,6,1,2,1,1,Welterweight,770,5,1
Chuck Liddell,Kevin Randleman,1,0,0.6,0.0,0.0,0.0,0,0,0,0,0,0,KO,1,2001-05-04,0,5,3,0,0,6,4,1,1,0,0,2,0,4,2,0,0,1,1,0,0,0,0,0,0,4,2,0,0,1,1,0,0,0,0,0,0,0,Light Heavyweight,78,3,1
Shonie Carter,Matt Serra,2,0,0.54,0.4,0.66,0.15,0,3,0,5,2,1,KO,3,2001-05-04,0,33,18,25,10,65,49,44,27,3,2,13,2,17,6,18,5,7,6,2,2,9,6,5,3,16,10,19,5,6,6,4,3,11,2,2,2,0,Welterweight,891,3,1
Semmy Schilt,Pete Williams,2,0,0.57,0.66,0.0,0.25,0,0,0,2,0,0,KO,2,2001-05-04,0,26,15,9,6,34,22,18,14,0,0,4,1,14,5,8,6,9,8,0,0,3,2,1,0,20,11,3,1,4,2,0,0,2,2,6,5,0,Heavyweight,388,3,1
Matt Lindland,Ricardo Almeida,0,0,0.44,0.5,1.0,0.0,0,0,1,0,0,0,Other,3,2001-05-04,0,49,22,18,9,153,118,25,16,5,5,1,0,36,15,13,6,5,3,2,0,8,4,3,3,12,3,12,5,11,7,3,1,26,12,3,3,0,Light Heavyweight,861,3,1
BJ Penn,Joey Gilbert,0,0,0.68,0.42,1.0,0.0,0,0,5,0,0,0,KO,1,2001-05-04,0,32,22,7,3,86,76,15,11,2,2,1,0,28,18,4,0,4,4,2,2,0,0,1,1,8,3,5,1,3,3,2,2,21,16,0,0,0,Lightweight,297,3,1
Tony DeSouza,Steve Berger,0,0,0.58,0.11,1.0,0.0,0,3,3,1,0,1,Other,3,2001-05-04,0,48,28,18,2,71,51,129,108,5,5,0,0,47,27,18,2,1,1,0,0,0,0,0,0,6,1,17,2,3,2,1,0,39,25,0,0,0,Welterweight,900,3,1
Tito Ortiz,Evan Tanner,0,0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,KO,1,2001-02-23,0,7,7,1,0,7,7,1,0,1,1,0,0,4,4,0,0,2,2,1,0,1,1,0,0,1,1,1,0,4,4,0,0,2,2,0,0,1,Light Heavyweight,32,5,1
Jens Pulver,Caol Uno,0,0,0.38,0.49,0.0,0.12,0,0,0,2,0,0,Other,5,2001-02-23,0,131,50,101,50,185,103,107,56,0,0,25,3,118,38,70,29,7,6,5,4,6,6,26,17,96,31,89,41,30,18,10,7,5,1,2,2,1,Lightweight,1500,5,1
Fabiano Iha,Phil Johns,0,0,0.5,0.66,0.5,0.0,1,0,2,0,0,0,Submission,1,2001-02-23,0,6,3,3,2,6,3,7,6,2,1,1,0,3,0,0,0,2,2,1,1,1,1,2,1,5,2,2,1,1,1,1,1,0,0,0,0,0,Welterweight,100,3,1
Elvis Sinosic,Jeremy Horn,0,0,0.4,0.4,0.0,0.0,2,0,0,0,0,0,Submission,1,2001-02-23,0,5,2,10,4,24,21,37,28,0,0,0,0,3,0,8,3,1,1,2,1,1,1,0,0,5,2,8,2,0,0,0,0,0,0,2,2,0,Middleweight,172,3,1
Pedro Rizzo,Josh Barnett,1,0,0.36,0.38,0.0,0.0,0,0,0,0,0,0,KO,2,2001-02-23,0,86,31,101,39,90,35,103,41,0,0,0,0,67,18,74,17,3,3,9,6,16,10,18,16,71,23,78,29,15,8,23,10,0,0,0,0,0,Heavyweight,561,3,1
Bobby Hoffman,Mark Robinson,1,0,0.86,0.0,0.0,0.0,0,0,0,0,0,0,Other,1,2001-02-23,0,23,20,1,0,67,64,2,1,0,0,0,0,6,4,1,0,17,16,0,0,0,0,0,0,1,0,0,0,22,20,1,0,0,0,0,0,0,Heavyweight,207,2,0
Phil Baroni,Curtis Stout,0,0,0.72,0.66,1.0,0.0,0,0,1,0,0,0,Other,2,2001-02-23,0,54,39,3,2,230,210,42,41,2,2,0,0,28,13,0,0,26,26,0,0,0,0,3,2,2,1,3,2,0,0,0,0,52,38,0,0,0,Middleweight,600,2,1
Sean Sherk,Tiki Ghosn,0,0,0.75,0.14,0.8,0.0,0,0,0,0,0,0,Submission,2,2001-02-23,0,16,12,7,1,146,134,16,10,5,4,0,0,15,11,5,0,0,0,0,0,1,1,2,1,3,1,6,1,1,1,1,0,12,10,0,0,0,Welterweight,587,2,1
Tito Ortiz,Yuki Kondo,0,1,0.72,0.5,1.0,0.0,2,0,0,0,0,0,Submission,1,2000-12-16,0,22,16,4,2,40,31,4,2,2,2,0,0,22,16,2,1,0,0,2,1,0,0,0,0,1,0,4,2,0,0,0,0,21,16,0,0,1,Light Heavyweight,112,5,1
Pat Miletich,Kenichi Yamamoto,0,0,0.57,0.42,1.0,0.0,2,0,2,0,0,0,Submission,2,2000-12-16,0,28,16,7,3,43,31,7,3,3,3,4,0,25,15,3,0,0,0,2,2,3,1,2,1,15,5,6,2,1,1,1,1,12,10,0,0,1,Welterweight,418,5,1
Matt Lindland,Yoji Anjo,0,0,0.65,0.0,0.0,0.0,0,0,1,0,0,0,KO,1,2000-12-16,0,26,17,1,0,52,39,1,0,0,0,1,0,26,17,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,23,16,0,0,0,Middleweight,178,3,1
Fabiano Iha,Daiju Takase,0,0,0.66,0.0,1.0,0.0,0,0,0,0,0,0,KO,1,2000-12-16,0,12,8,2,0,20,16,3,1,1,1,0,0,12,8,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,8,0,0,0,Welterweight,144,3,1
Evan Tanner,Lance Gibson,0,0,0.8,0.75,1.0,0.0,0,0,3,0,0,0,KO,1,2000-12-16,0,40,32,8,6,55,47,21,18,1,1,0,0,26,19,8,6,12,11,0,0,2,2,0,0,2,2,1,1,7,5,5,4,31,25,2,1,0,Middleweight,298,3,1
Dennis Hallman,Matt Hughes,0,0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,Submission,1,2000-12-16,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Welterweight,20,3,1
Chuck Liddell,Jeff Monson,0,0,0.54,0.3,0.0,0.05,0,0,0,0,0,0,Other,3,2000-12-16,0,77,42,20,6,80,45,32,18,0,0,17,1,48,18,19,5,5,5,1,1,24,19,0,0,62,31,16,4,9,5,4,2,6,6,0,0,0,Middleweight,900,3,1
Randy Couture,Kevin Randleman,0,0,0.68,0.78,1.0,1.0,1,1,1,0,0,0,KO,3,2000-11-17,0,41,28,19,15,85,71,51,47,1,1,2,2,29,17,12,8,9,8,6,6,3,3,1,1,5,0,7,3,16,14,6,6,20,14,6,6,1,Heavyweight,853,5,1
Renato Sobral,Maurice Smith,0,0,0.41,0.41,0.8,0.0,2,0,1,0,0,0,Other,3,2000-11-17,0,17,7,12,5,89,68,67,60,5,4,0,0,13,4,7,0,1,1,1,1,3,2,4,4,12,4,12,5,0,0,0,0,5,3,0,0,0,Heavyweight,900,3,1
Josh Barnett,Gan McGee,0,0,0.7,0.47,1.0,0.4,1,0,2,4,0,0,KO,2,2000-11-17,0,24,17,21,10,55,44,35,24,1,1,5,2,17,10,20,9,5,5,0,0,2,2,1,1,4,1,2,1,7,6,2,2,13,10,17,7,0,Heavyweight,574,3,1
Andrei Arlovski,Aaron Brink,0,0,0.5,0.0,1.0,0.0,2,0,0,0,0,0,Submission,1,2000-11-17,0,4,2,5,0,4,2,5,0,1,1,1,0,3,1,5,0,0,0,0,0,1,1,0,0,2,2,3,0,2,0,2,0,0,0,0,0,0,Heavyweight,55,3,1
Jens Pulver,John Lewis,1,0,0.33,0.0,0.0,0.0,0,0,0,0,0,0,KO,1,2000-11-17,0,3,1,1,0,3,1,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,Lightweight,15,3,1
Mark Hughes,Alex Stiebling,0,0,0.47,0.57,0.5,0.0,3,1,4,0,0,0,Other,2,2000-11-17,0,19,9,7,4,78,68,42,38,4,2,0,0,17,7,5,3,2,2,2,1,0,0,0,0,1,0,2,0,1,1,2,1,17,8,3,3,0,Middleweight,600,2,1
Ben Earwood,Chris Lytle,0,0,0.55,0.66,1.0,0.0,0,1,4,0,0,0,Other,2,2000-11-17,0,9,5,3,2,71,64,31,29,2,2,0,0,9,5,1,0,0,0,2,2,0,0,0,0,1,1,3,2,0,0,0,0,8,4,0,0,0,Welterweight,600,2,1
Pedro Rizzo,Dan Severn,1,0,0.28,0.0,0.0,0.0,0,0,0,0,0,0,KO,1,2000-09-22,0,7,2,3,0,7,2,4,1,0,0,1,0,5,0,3,0,0,0,0,0,2,2,0,0,6,2,3,0,0,0,0,0,1,0,0,0,0,Heavyweight,93,3,1
Maurice Smith,Bobby Hoffman,0,0,0.78,0.22,0.0,1.0,0,0,0,3,0,0,Other,3,2000-09-22,0,55,43,44,10,98,86,68,24,0,0,4,4,30,19,41,8,21,21,3,2,4,3,0,0,4,3,13,0,51,40,12,4,0,0,19,6,0,Heavyweight,900,3,1
Jeremy Horn,Eugene Jackson,0,0,0.33,0.22,0.5,0.0,1,0,3,0,0,0,Submission,1,2000-09-22,0,6,2,9,2,29,23,18,11,2,1,0,0,1,0,7,1,2,2,2,1,3,0,0,0,3,0,7,0,0,0,1,1,3,2,1,1,0,Middleweight,272,3,1
Fabiano Iha,Laverne Clark,0,0,0.33,0.5,1.0,0.0,2,0,0,0,0,0,Submission,1,2000-09-22,0,3,1,2,1,3,1,2,1,1,1,0,0,0,0,2,1,1,0,0,0,2,1,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,Welterweight,70,3,1
Yuki Kondo,Alexandre Dantas,1,0,0.61,0.32,0.0,0.25,0,0,1,4,2,1,KO,3,2000-09-22,0,54,33,43,14,85,61,55,24,0,0,8,2,46,28,42,14,8,5,1,0,0,0,0,0,17,9,5,1,6,5,0,0,31,19,38,13,0,Middleweight,748,3,1
Ian Freeman,Tedd Williams,0,0,0.49,0.86,0.0,0.1,0,0,0,1,0,0,Other,3,2000-09-22,0,61,30,29,25,86,55,50,46,0,0,10,1,60,29,12,9,1,1,17,16,0,0,0,0,8,1,3,2,5,4,1,1,48,25,25,22,0,Heavyweight,900,3,1
Jeff Monson,Tim Lajcik,0,0,0.5,0.35,0.25,0.0,0,0,2,0,0,0,Other,2,2000-09-22,0,62,31,14,5,160,122,54,40,4,1,1,0,49,20,14,5,12,10,0,0,1,1,0,0,3,0,6,1,6,3,1,0,53,28,7,4,0,Heavyweight,600,2,1
Brad Gumm,CJ Fernandes,0,0,0.54,0.5,0.0,1.0,0,0,1,0,1,0,Other,2,2000-09-22,0,33,18,55,28,106,88,94,63,2,0,1,1,23,13,33,9,9,5,16,15,1,0,6,4,8,1,5,2,21,13,31,21,4,4,19,5,0,Welterweight,600,2,0
Kevin Randleman,Pedro Rizzo,0,0,0.32,0.21,0.5,0.0,2,0,1,0,0,0,Other,5,2000-06-09,0,52,17,57,12,70,33,63,16,4,2,0,0,52,17,46,3,0,0,0,0,0,0,11,9,39,11,55,12,4,2,1,0,9,4,1,0,1,Heavyweight,1500,5,1
Tyrone Roberts,David Dodd,0,0,0.26,0.32,1.0,0.0,0,0,0,0,0,0,Other,3,2000-06-09,0,60,16,31,10,163,105,49,27,1,1,2,0,53,11,25,5,5,3,6,5,2,2,0,0,45,12,22,3,13,4,6,5,2,0,3,2,0,Middleweight,900,3,1
Pat Miletich,John Alessio,0,0,0.5,0.5,1.0,0.0,1,2,2,0,0,0,Submission,2,2000-06-09,0,18,9,2,1,53,44,10,9,2,2,0,0,17,9,1,0,1,0,1,1,0,0,0,0,12,4,1,0,1,1,1,1,5,4,0,0,1,Welterweight,403,3,1
Amaury Bitetti,Alex Andrade,0,1,0.6,0.44,0.0,0.0,0,0,0,0,0,0,Other,2,2000-06-09,0,10,6,27,12,20,16,45,30,0,0,1,0,8,4,23,8,1,1,3,3,1,1,1,1,4,2,18,6,6,4,9,6,0,0,0,0,0,Middleweight,343,3,1
Matt Hughes,Marcelo Aguiar,0,0,0.58,1.0,0.66,0.0,0,0,0,0,0,0,KO,1,2000-06-09,0,31,18,2,2,42,29,21,21,3,2,0,0,27,14,2,2,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,29,18,2,2,0,Welterweight,274,3,1
Jens Pulver,Joao Roque,0,0,0.04,0.08,0.0,0.05,0,0,0,0,1,0,Other,3,2000-06-09,0,84,4,59,5,98,18,59,5,0,0,18,1,84,4,43,2,0,0,6,2,0,0,10,1,77,3,57,5,1,1,1,0,6,0,1,0,0,Lightweight,900,3,1
Ian Freeman,Nate Schroeder,0,0,0.61,0.5,1.0,0.16,0,0,3,3,0,1,KO,2,2000-06-09,0,26,16,18,9,34,23,23,12,1,1,6,1,21,13,2,0,5,3,3,3,0,0,13,6,7,1,11,4,7,5,5,5,12,10,2,0,0,Heavyweight,433,2,1
Shonie Carter,Adrian Serrano,0,0,0.47,0.26,0.5,0.0,0,0,3,0,0,1,Other,2,2000-06-09,0,55,26,23,6,85,51,79,55,6,3,2,0,41,15,16,2,7,5,7,4,7,6,0,0,44,21,15,3,5,3,8,3,6,2,0,0,0,Welterweight,600,2,1
Tito Ortiz,Wanderlei Silva,1,0,0.46,0.37,0.66,0.0,0,0,2,0,0,0,Other,5,2000-04-14,0,43,20,27,10,163,131,191,170,6,4,1,0,41,18,20,6,2,2,0,0,0,0,7,4,3,2,19,6,1,0,8,4,39,18,0,0,1,Light Heavyweight,1500,5,1
Murilo Bustamante,Yoji Anjo,0,0,0.52,0.0,1.0,0.0,1,0,7,0,0,1,Submission,2,2000-04-14,0,21,11,6,0,37,23,7,1,4,4,0,0,20,10,5,0,1,1,0,0,0,0,1,0,1,0,5,0,2,2,0,0,18,9,1,0,0,Middleweight,331,3,1
Sanae Kikuta,Eugene Jackson,0,0,0.5,0.8,1.0,0.0,2,1,2,0,0,0,Submission,1,2000-04-14,0,16,8,5,4,33,20,33,26,2,2,0,0,15,7,5,4,0,0,0,0,1,1,0,0,1,1,4,3,0,0,1,1,15,7,0,0,0,Middleweight,278,3,1
Ron Waterman,Satoshi Honma,0,0,0.82,0.46,0.6,0.0,1,1,4,0,0,0,Other,3,2000-04-14,0,62,51,13,6,161,142,40,30,5,3,0,0,49,40,4,2,9,8,3,2,4,3,6,2,2,1,6,2,7,5,3,2,53,45,4,2,0,Heavyweight,900,3,1
Ikuhisa Minowa,Joe Slick,0,0,0.15,0.5,0.37,0.0,0,4,2,2,0,1,KO,3,2000-04-14,0,19,3,16,8,47,27,29,21,8,3,0,0,19,3,14,6,0,0,2,2,0,0,0,0,17,2,8,2,1,0,2,2,1,1,6,4,0,Middleweight,714,3,1
Laverne Clark,Koji Oishi,0,0,0.28,0.25,0.0,0.27,0,0,0,2,2,0,Other,3,2000-04-14,0,45,13,4,1,174,138,17,13,0,0,11,3,34,4,3,1,11,9,0,0,0,0,1,0,33,3,2,0,6,4,0,0,6,6,2,1,0,Lightweight,900,3,1
Tedd Williams,Steve Judson,1,0,0.47,0.51,0.0,0.0,0,0,0,0,0,0,KO,1,2000-03-10,0,19,9,27,14,23,13,36,21,0,0,1,0,13,5,24,11,6,4,3,3,0,0,0,0,5,1,5,0,14,8,22,14,0,0,0,0,0,Heavyweight,203,3,1
Lance Gibson,Jermaine Andre,1,1,0.62,0.57,0.5,0.0,1,0,5,0,0,0,KO,3,2000-03-10,0,53,33,47,27,129,102,59,39,4,2,0,0,31,15,29,13,12,10,5,5,10,8,13,9,12,2,18,9,25,20,22,15,16,11,7,3,0,Middleweight,815,3,1
Dave Menne,Fabiano Iha,0,0,0.37,0.36,0.0,0.08,1,0,0,0,0,0,Other,3,2000-03-10,0,99,37,22,8,199,130,61,44,0,0,12,1,85,26,16,4,10,8,4,2,4,3,2,2,46,8,12,2,30,17,10,6,23,12,0,0,0,Lightweight,900,3,1
Bob Cook,Tiki Ghosn,0,0,0.46,0.38,0.2,0.0,2,0,3,0,0,0,Submission,2,2000-03-10,0,47,22,63,24,78,53,65,26,5,1,0,0,30,12,45,12,11,7,16,10,6,3,2,2,34,15,47,15,12,7,16,9,1,0,0,0,0,Lightweight,389,3,1
Jens Pulver,David Velasquez,0,0,0.5,0.54,1.0,0.0,2,0,4,0,0,0,KO,2,2000-03-10,0,107,54,37,20,123,69,64,44,3,3,0,0,94,42,20,7,13,12,10,8,0,0,7,5,3,1,17,6,25,17,17,12,79,36,3,2,0,Lightweight,461,3,1
Scott Adams,Ian Freeman,0,0,0.0,0.0,1.0,0.0,4,1,0,0,0,1,Submission,1,2000-03-10,0,0,0,0,0,11,10,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Heavyweight,189,2,1
Shonie Carter,Brad Gumm,0,0,0.55,0.34,0.83,0.0,0,1,4,1,1,1,Other,2,2000-03-10,0,40,22,35,12,74,55,68,43,6,5,2,0,25,11,30,9,6,4,2,2,9,7,3,1,24,10,33,11,3,3,1,1,13,9,1,0,0,Lightweight,600,2,1
Kevin Randleman,Pete Williams,0,1,0.23,0.38,0.54,0.0,2,1,0,1,0,0,Other,5,1999-11-19,0,43,10,21,8,93,52,74,55,11,6,0,0,42,10,16,5,0,0,3,2,1,0,2,1,3,0,10,3,4,1,5,2,36,9,6,3,1,Heavyweight,1500,5,1
Pedro Rizzo,Tsuyoshi Kohsaka,1,0,0.29,0.42,0.0,0.0,0,0,0,0,0,0,KO,3,1999-11-19,0,47,14,33,14,47,14,33,14,0,0,3,0,40,8,9,0,0,0,5,4,7,6,19,10,45,13,32,13,1,0,1,1,1,1,0,0,0,Heavyweight,677,3,1
Kenichi Yamamoto,Katsuhisa Fujii,0,0,0.25,0.42,0.0,0.66,1,0,0,0,0,0,Submission,2,1999-11-19,0,4,1,63,27,4,1,135,93,0,0,3,2,3,0,61,25,1,1,1,1,0,0,1,1,3,0,1,1,1,1,1,1,0,0,61,25,1,Heavyweight,555,3,1
Joe Slick,Jason DeLucia,0,0,1.0,1.0,0.5,0.0,0,0,1,0,0,0,KO,1,1999-11-19,0,2,2,1,1,2,2,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,Middleweight,88,3,1
Eugene Jackson,Keiichiro Yamamiya,1,0,0.2,0.24,0.0,0.0,0,0,0,0,0,0,KO,3,1999-11-19,0,105,22,58,14,131,47,62,18,1,0,0,0,101,19,55,11,2,1,0,0,2,2,3,3,91,13,57,13,14,9,1,1,0,0,0,0,0,Middleweight,792,3,1
Kenichi Yamamoto,Daiju Takase,0,0,0.76,0.55,0.0,0.0,0,0,0,0,0,0,Other,3,1999-11-19,0,26,20,9,5,45,36,17,12,0,0,0,0,12,6,7,5,14,14,1,0,0,0,1,0,4,2,3,0,0,0,1,0,22,18,5,5,0,Open Weight,900,3,1
